"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Sep 16 10:21:12 BDT 2022","Fri Sep 16 10:21:57 BDT 2022","44856","","Test Real Device","","","","Test case name",""
